2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
187571.9,190962.8,196483.7,203980.2,219907.9,231205.9,246043.5,255566.8,248593.6,255140.5,264431.6,273519.5,288305.2,306362,317977.9,328513.8,345233.1
